metric,model1,model2,model1_mean,model1_ci_lower,model1_ci_upper,model1_n,model2_mean,model2_ci_lower,model2_ci_upper,model2_n,mean_difference,mann_whitney_u,p_value_raw,cohens_d,cliffs_delta,cohens_d_interpretation,cliffs_delta_interpretation,p_value_corrected,significant_raw,significant_corrected,fdr_rejected
semantic_accuracy,GPT_o1,Mistral_Large_2,0.058820250000000004,0.04282603095727695,0.07481446904272306,4,0.080582,0.03681932494503655,0.12434467505496345,4,-0.021761749999999996,3.0,0.2,-1.0510208107348242,-0.625,large,large,0.7000000000000001,False,False,False
semantic_accuracy,GPT_o1,Llama_3_1_405B,0.058820250000000004,0.04282603095727695,0.07481446904272306,4,0.08687824999999999,0.03528082610676433,0.13847567389323565,4,-0.028057999999999986,3.0,0.2,-1.168831825906857,-0.625,large,large,0.7000000000000001,False,False,False
semantic_accuracy,GPT_o1,DeepSeek_DeepThink_R1,0.058820250000000004,0.04282603095727695,0.07481446904272306,4,0.07695275,0.03297686441688217,0.12092863558311784,4,-0.018132499999999996,5.0,0.4857142857142857,-0.8719912019591637,-0.375,large,medium,0.8,False,False,False
semantic_accuracy,GPT_o1_Pro,Claude_3_5_Sonnet,0.053297,0.03534178065422053,0.07125221934577947,4,0.09195425,0.021863890644903003,0.162044609355097,4,-0.038657250000000004,3.0,0.2,-1.202310648049548,-0.625,large,large,0.7000000000000001,False,False,False
semantic_accuracy,GPT_o1_Pro,Gemini_2_0_Flash,0.053297,0.03534178065422053,0.07125221934577947,4,0.1046985,0.04481524889426585,0.16458175110573414,4,-0.0514015,0.0,0.02857142857142857,-1.8502172664279048,-1.0,large,large,0.4,True,False,False
semantic_accuracy,GPT_o1_Pro,Mistral_Large_2,0.053297,0.03534178065422053,0.07125221934577947,4,0.080582,0.03681932494503655,0.12434467505496345,4,-0.027285000000000004,3.0,0.2,-1.2980234610780157,-0.625,large,large,0.7000000000000001,False,False,False
semantic_accuracy,GPT_o1_Pro,Llama_3_1_405B,0.053297,0.03534178065422053,0.07125221934577947,4,0.08687824999999999,0.03528082610676433,0.13847567389323565,4,-0.03358124999999999,3.0,0.2,-1.3832279705303647,-0.625,large,large,0.7000000000000001,False,False,False
semantic_accuracy,GPT_o1_Pro,DeepSeek_DeepThink_R1,0.053297,0.03534178065422053,0.07125221934577947,4,0.07695275,0.03297686441688217,0.12092863558311784,4,-0.023655750000000003,4.0,0.34285714285714286,-1.1206949810901554,-0.5,large,large,0.7384615384615384,False,False,False
semantic_accuracy,Claude_3_5_Sonnet,Gemini_2_0_Flash,0.09195425,0.021863890644903003,0.162044609355097,4,0.1046985,0.04481524889426585,0.16458175110573414,4,-0.012744249999999999,5.0,0.4857142857142857,-0.3110893078613868,-0.375,small,medium,0.8,False,False,False
semantic_accuracy,Claude_3_5_Sonnet,Mistral_Large_2,0.09195425,0.021863890644903003,0.162044609355097,4,0.080582,0.03681932494503655,0.12434467505496345,4,0.01137225,10.0,0.6857142857142857,0.3097070769241324,0.25,small,small,0.8727272727272728,False,False,False
semantic_accuracy,Claude_3_5_Sonnet,Llama_3_1_405B,0.09195425,0.021863890644903003,0.162044609355097,4,0.08687824999999999,0.03528082610676433,0.13847567389323565,4,0.005076000000000011,9.0,0.8857142857142857,0.13124348074843983,0.125,negligible,negligible,0.9538461538461538,False,False,False
semantic_accuracy,Claude_3_5_Sonnet,DeepSeek_DeepThink_R1,0.09195425,0.021863890644903003,0.162044609355097,4,0.07695275,0.03297686441688217,0.12092863558311784,4,0.015001500000000001,9.0,0.8857142857142857,0.4079860314515884,0.125,small,negligible,0.9538461538461538,False,False,False
semantic_accuracy,Gemini_2_0_Flash,Mistral_Large_2,0.1046985,0.04481524889426585,0.16458175110573414,4,0.080582,0.03681932494503655,0.12434467505496345,4,0.0241165,12.0,0.34285714285714286,0.7316992615551053,0.5,medium,large,0.7384615384615384,False,False,False
semantic_accuracy,Gemini_2_0_Flash,Llama_3_1_405B,0.1046985,0.04481524889426585,0.16458175110573414,4,0.08687824999999999,0.03528082610676433,0.13847567389323565,4,0.01782025000000001,10.0,0.6857142857142857,0.5073165324872452,0.25,medium,small,0.8727272727272728,False,False,False
semantic_accuracy,Gemini_2_0_Flash,DeepSeek_DeepThink_R1,0.1046985,0.04481524889426585,0.16458175110573414,4,0.07695275,0.03297686441688217,0.12092863558311784,4,0.02774575,13.0,0.2,0.8403837538659783,0.625,large,large,0.7000000000000001,False,False,False
semantic_accuracy,Mistral_Large_2,Llama_3_1_405B,0.080582,0.03681932494503655,0.12434467505496345,4,0.08687824999999999,0.03528082610676433,0.13847567389323565,4,-0.006296249999999989,6.5,0.7715034091403082,-0.2094187162559216,-0.1875,small,small,0.9392215415621145,False,False,False
semantic_accuracy,Mistral_Large_2,DeepSeek_DeepThink_R1,0.080582,0.03681932494503655,0.12434467505496345,4,0.07695275,0.03297686441688217,0.12092863558311784,4,0.0036292500000000005,8.0,1.0,0.13163948744156853,0.0,negligible,negligible,1.0,False,False,False
semantic_accuracy,Llama_3_1_405B,DeepSeek_DeepThink_R1,0.08687824999999999,0.03528082610676433,0.13847567389323565,4,0.07695275,0.03297686441688217,0.12092863558311784,4,0.00992549999999999,9.0,0.8857142857142857,0.32945819368632034,0.125,small,negligible,0.9538461538461538,False,False,False
reasoning_quality,ChatGPT_4o,GPT_o1,0.40833325,0.010527550240674866,0.8061389497593251,4,0.75,0.1475726372286652,1.3524273627713348,4,-0.34166675,3.0,0.1804026662897562,-1.065025215231716,-0.625,large,large,0.3885595889317826,False,False,False
reasoning_quality,ChatGPT_4o,GPT_o1_Pro,0.40833325,0.010527550240674866,0.8061389497593251,4,0.8416665,0.491503405610658,1.191829594389342,4,-0.43333325,1.5,0.07775989643932943,-1.8400109064157693,-0.8125,large,large,0.36667434086094974,False,False,False
reasoning_quality,ChatGPT_4o,Claude_3_5_Sonnet,0.40833325,0.010527550240674866,0.8061389497593251,4,0.575,0.3210868211924492,0.8289131788075508,4,-0.16666674999999997,4.5,0.36880340134896006,-0.7947201043899447,-0.4375,medium,medium,0.5610989900745248,False,False,False
reasoning_quality,ChatGPT_4o,Gemini_2_0_Flash,0.40833325,0.010527550240674866,0.8061389497593251,4,0.54583325,0.09505166711212337,0.9966148328878768,4,-0.13750000000000007,5.5,0.5589857268413585,-0.514662614561763,-0.3125,medium,small,0.7114363796162745,False,False,False
reasoning_quality,ChatGPT_4o,Mistral_Large_2,0.40833325,0.010527550240674866,0.8061389497593251,4,0.30833325,0.08174300477610513,0.5349234952238948,4,0.09999999999999998,10.0,0.6445521705158991,0.49153925127890374,0.25,small,small,0.7120579931628519,False,False,False
reasoning_quality,ChatGPT_4o,Llama_3_1_405B,0.40833325,0.010527550240674866,0.8061389497593251,4,0.20833325,-0.18947244975932517,0.6061389497593251,4,0.19999999999999998,12.0,0.30649216504158383,0.8000001777776593,0.5,large,large,0.5363612888227718,False,False,False
reasoning_quality,ChatGPT_4o,DeepSeek_DeepThink_R1,0.40833325,0.010527550240674866,0.8061389497593251,4,0.48333324999999994,0.021949373971463848,0.9447171260285361,4,-0.07499999999999996,6.5,0.7659548296512902,-0.27704324379758827,-0.1875,small,small,0.7943235270457825,False,False,False
reasoning_quality,GPT_o1,GPT_o1_Pro,0.75,0.1475726372286652,1.3524273627713348,4,0.8416665,0.491503405610658,1.191829594389342,4,-0.09166649999999998,7.0,0.8777822803462348,-0.2960379552995635,-0.125,small,negligible,0.8777822803462348,False,False,False
reasoning_quality,GPT_o1,Claude_3_5_Sonnet,0.75,0.1475726372286652,1.3524273627713348,4,0.575,0.3210868211924492,0.8289131788075508,4,0.17500000000000004,12.0,0.30649216504158383,0.6023815166297263,0.5,medium,large,0.5363612888227718,False,False,False
reasoning_quality,GPT_o1,Gemini_2_0_Flash,0.75,0.1475726372286652,1.3524273627713348,4,0.54583325,0.09505166711212337,0.9966148328878768,4,0.20416674999999995,11.0,0.46782507728497025,0.6106267052621015,0.375,medium,medium,0.6549551081989583,False,False,False
reasoning_quality,GPT_o1,Mistral_Large_2,0.75,0.1475726372286652,1.3524273627713348,4,0.30833325,0.08174300477610513,0.5349234952238948,4,0.44166675,13.0,0.1804026662897562,1.544199166457818,0.625,large,large,0.3885595889317826,False,False,False
reasoning_quality,GPT_o1,Llama_3_1_405B,0.75,0.1475726372286652,1.3524273627713348,4,0.20833325,-0.18947244975932517,0.6061389497593251,4,0.54166675,14.0,0.10806337293756858,1.6884544574577827,0.75,large,large,0.36667434086094974,False,False,False
reasoning_quality,GPT_o1,DeepSeek_DeepThink_R1,0.75,0.1475726372286652,1.3524273627713348,4,0.48333324999999994,0.021949373971463848,0.9447171260285361,4,0.26666675000000006,11.5,0.3807457432648561,0.7908269479571646,0.4375,medium,medium,0.5610989900745248,False,False,False
reasoning_quality,GPT_o1_Pro,Claude_3_5_Sonnet,0.8416665,0.491503405610658,1.191829594389342,4,0.575,0.3210868211924492,0.8289131788075508,4,0.26666650000000003,13.5,0.14159917664283894,1.387374771185937,0.6875,large,large,0.36667434086094974,False,False,False
reasoning_quality,GPT_o1_Pro,Gemini_2_0_Flash,0.8416665,0.491503405610658,1.191829594389342,4,0.54583325,0.09505166711212337,0.9966148328878768,4,0.29583324999999994,13.5,0.14405063390965883,1.1662868607799126,0.6875,large,large,0.36667434086094974,False,False,False
reasoning_quality,GPT_o1_Pro,Mistral_Large_2,0.8416665,0.491503405610658,1.191829594389342,4,0.30833325,0.08174300477610513,0.5349234952238948,4,0.53333325,16.0,0.028429535998796527,2.8775533098293757,1.0,large,large,0.36667434086094974,True,False,False
reasoning_quality,GPT_o1_Pro,Llama_3_1_405B,0.8416665,0.491503405610658,1.191829594389342,4,0.20833325,-0.18947244975932517,0.6061389497593251,4,0.63333325,16.0,0.028429535998796527,2.689246872691502,1.0,large,large,0.36667434086094974,True,False,False
reasoning_quality,GPT_o1_Pro,DeepSeek_DeepThink_R1,0.8416665,0.491503405610658,1.191829594389342,4,0.48333324999999994,0.021949373971463848,0.9447171260285361,4,0.35833325000000005,13.5,0.14405063390965883,1.3921751449957327,0.6875,large,large,0.36667434086094974,False,False,False
reasoning_quality,Claude_3_5_Sonnet,Gemini_2_0_Flash,0.575,0.3210868211924492,0.8289131788075508,4,0.54583325,0.09505166711212337,0.9966148328878768,4,0.029166749999999908,10.0,0.6592430036926307,0.12686138829103324,0.25,negligible,small,0.7120579931628519,False,False,False
reasoning_quality,Claude_3_5_Sonnet,Mistral_Large_2,0.575,0.3210868211924492,0.8289131788075508,4,0.30833325,0.08174300477610513,0.5349234952238948,4,0.26666674999999995,15.0,0.057546950874286275,1.763325432108021,0.875,large,large,0.36667434086094974,False,False,False
reasoning_quality,Claude_3_5_Sonnet,Llama_3_1_405B,0.575,0.3210868211924492,0.8289131788075508,4,0.20833325,-0.18947244975932517,0.6061389497593251,4,0.36666674999999993,15.0,0.057546950874286275,1.7483837528260537,0.875,large,large,0.36667434086094974,False,False,False
reasoning_quality,Claude_3_5_Sonnet,DeepSeek_DeepThink_R1,0.575,0.3210868211924492,0.8289131788075508,4,0.48333324999999994,0.021949373971463848,0.9447171260285361,4,0.09166675000000002,10.5,0.5589857268413585,0.39169334940024225,0.3125,small,small,0.7114363796162745,False,False,False
reasoning_quality,Gemini_2_0_Flash,Mistral_Large_2,0.54583325,0.09505166711212337,0.9966148328878768,4,0.30833325,0.08174300477610513,0.5349234952238948,4,0.23750000000000004,13.5,0.14405063390965883,1.0593160696760937,0.6875,large,large,0.36667434086094974,False,False,False
reasoning_quality,Gemini_2_0_Flash,Llama_3_1_405B,0.54583325,0.09505166711212337,0.9966148328878768,4,0.20833325,-0.18947244975932517,0.6061389497593251,4,0.3375,13.5,0.14405063390965883,1.2632627811970543,0.6875,large,large,0.36667434086094974,False,False,False
reasoning_quality,Gemini_2_0_Flash,DeepSeek_DeepThink_R1,0.54583325,0.09505166711212337,0.9966148328878768,4,0.48333324999999994,0.021949373971463848,0.9447171260285361,4,0.06250000000000011,10.0,0.661196707936934,0.21804098993116622,0.25,small,small,0.7120579931628519,False,False,False
reasoning_quality,Mistral_Large_2,Llama_3_1_405B,0.30833325,0.08174300477610513,0.5349234952238948,4,0.20833325,-0.18947244975932517,0.6061389497593251,4,0.1,10.0,0.65725516871927,0.49153925127890385,0.25,small,small,0.7120579931628519,False,False,False
reasoning_quality,Mistral_Large_2,DeepSeek_DeepThink_R1,0.30833325,0.08174300477610513,0.5349234952238948,4,0.48333324999999994,0.021949373971463848,0.9447171260285361,4,-0.17499999999999993,4.5,0.3718513694279071,-0.7661305037944879,-0.4375,medium,medium,0.5610989900745248,False,False,False
reasoning_quality,Llama_3_1_405B,DeepSeek_DeepThink_R1,0.20833325,-0.18947244975932517,0.6061389497593251,4,0.48333324999999994,0.021949373971463848,0.9447171260285361,4,-0.2749999999999999,3.5,0.24252556197857178,-1.0158252272578236,-0.5625,large,large,0.48505112395714356,False,False,False
domain_knowledge_score,ChatGPT_4o,GPT_o1,0.47095975,-0.21484217387454807,1.156761673874548,4,0.95833325,0.8257310554092969,1.0909354445907031,4,-0.4873735,2.5,0.12409465882825227,-1.5701429656026797,-0.6875,large,large,0.4963786353130091,False,False,False
domain_knowledge_score,ChatGPT_4o,GPT_o1_Pro,0.47095975,-0.21484217387454807,1.156761673874548,4,1.0,1.0,1.0,4,-0.52904025,2.0,0.06891844428950203,-1.7359455660007224,-0.75,large,large,0.48242911002651423,False,False,False
domain_knowledge_score,ChatGPT_4o,Claude_3_5_Sonnet,0.47095975,-0.21484217387454807,1.156761673874548,4,0.888889,0.5352842085735603,1.2424937914264398,4,-0.41792925000000003,3.5,0.2186037372080598,-1.2188739617514603,-0.5625,large,large,0.5564458765296068,False,False,False
domain_knowledge_score,ChatGPT_4o,Gemini_2_0_Flash,0.47095975,-0.21484217387454807,1.156761673874548,4,0.81986525,0.3381823763517415,1.3015481236482584,4,-0.3489055,4.0,0.30052231149547204,-0.9368700932173101,-0.5,large,large,0.6010446229909441,False,False,False
domain_knowledge_score,ChatGPT_4o,Mistral_Large_2,0.47095975,-0.21484217387454807,1.156761673874548,4,0.42929325000000007,-0.027680715102849918,0.8862672151028501,4,0.04166649999999994,9.0,0.8831429254825505,0.11377593699135266,0.125,negligible,negligible,0.9891200765404564,False,False,False
domain_knowledge_score,ChatGPT_4o,Llama_3_1_405B,0.47095975,-0.21484217387454807,1.156761673874548,4,0.54040425,-0.11426073860914532,1.1950692386091455,4,-0.06944450000000002,7.5,1.0,-0.16482599625588132,-0.0625,negligible,negligible,1.0,False,False,False
domain_knowledge_score,ChatGPT_4o,DeepSeek_DeepThink_R1,0.47095975,-0.21484217387454807,1.156761673874548,4,0.74410775,0.24963361002676632,1.2385818899732337,4,-0.27314799999999995,4.5,0.3718513694279071,-0.7270144525938353,-0.4375,medium,medium,0.6773014112184412,False,False,False
domain_knowledge_score,GPT_o1,GPT_o1_Pro,0.95833325,0.8257310554092969,1.0909354445907031,4,1.0,1.0,1.0,4,-0.041666749999999975,6.0,0.4532547047537364,-0.7071067811865471,-0.25,medium,small,0.6773014112184412,False,False,False
domain_knowledge_score,GPT_o1,Claude_3_5_Sonnet,0.95833325,0.8257310554092969,1.0909354445907031,4,0.888889,0.5352842085735603,1.2424937914264398,4,0.06944424999999999,8.5,1.0,0.4138020464047131,0.0625,small,negligible,1.0,False,False,False
domain_knowledge_score,GPT_o1,Gemini_2_0_Flash,0.95833325,0.8257310554092969,1.0909354445907031,4,0.81986525,0.3381823763517415,1.3015481236482584,4,0.13846800000000004,10.0,0.6198391186854187,0.6236942044680446,0.25,medium,small,0.7545867531822489,False,False,False
domain_knowledge_score,GPT_o1,Mistral_Large_2,0.95833325,0.8257310554092969,1.0909354445907031,4,0.42929325000000007,-0.027680715102849918,0.8862672151028501,4,0.52904,16.0,0.025580146726954023,2.502005085967134,1.0,large,large,0.3581220541773563,True,False,False
domain_knowledge_score,GPT_o1,Llama_3_1_405B,0.95833325,0.8257310554092969,1.0909354445907031,4,0.54040425,-0.11426073860914532,1.1950692386091455,4,0.417929,13.5,0.12409465882825227,1.4079868931890065,0.6875,large,large,0.4963786353130091,False,False,False
domain_knowledge_score,GPT_o1,DeepSeek_DeepThink_R1,0.95833325,0.8257310554092969,1.0909354445907031,4,0.74410775,0.24963361002676632,1.2385818899732337,4,0.21422550000000007,11.0,0.4083519693259383,0.9416590175628776,0.375,large,medium,0.6773014112184412,False,False,False
domain_knowledge_score,GPT_o1_Pro,Claude_3_5_Sonnet,1.0,1.0,1.0,4,0.888889,0.5352842085735603,1.2424937914264398,4,0.11111099999999996,10.0,0.4532547047537364,0.7071067811865474,0.25,medium,small,0.6773014112184412,False,False,False
domain_knowledge_score,GPT_o1_Pro,Gemini_2_0_Flash,1.0,1.0,1.0,4,0.81986525,0.3381823763517415,1.3015481236482584,4,0.18013475,12.0,0.18587673236587587,0.8415547644296119,0.5,large,large,0.5280304554533011,False,False,False
domain_knowledge_score,GPT_o1_Pro,Mistral_Large_2,1.0,1.0,1.0,4,0.42929325000000007,-0.027680715102849918,0.8862672151028501,4,0.5707067499999999,16.0,0.020208004239389277,2.8103967739796745,1.0,large,large,0.3581220541773563,True,False,False
domain_knowledge_score,GPT_o1_Pro,Llama_3_1_405B,1.0,1.0,1.0,4,0.54040425,-0.11426073860914532,1.1950692386091455,4,0.45959574999999997,14.0,0.06891844428950203,1.5798031503675434,0.75,large,large,0.48242911002651423,False,False,False
domain_knowledge_score,GPT_o1_Pro,DeepSeek_DeepThink_R1,1.0,1.0,1.0,4,0.74410775,0.24963361002676632,1.2385818899732337,4,0.25589225000000004,12.0,0.18587673236587587,1.1645540129334135,0.5,large,large,0.5280304554533011,False,False,False
domain_knowledge_score,Claude_3_5_Sonnet,Gemini_2_0_Flash,0.888889,0.5352842085735603,1.2424937914264398,4,0.81986525,0.3381823763517415,1.3015481236482584,4,0.06902375000000005,10.0,0.6198391186854187,0.25994246712576874,0.25,small,small,0.7545867531822489,False,False,False
domain_knowledge_score,Claude_3_5_Sonnet,Mistral_Large_2,0.888889,0.5352842085735603,1.2424937914264398,4,0.42929325000000007,-0.027680715102849918,0.8862672151028501,4,0.45959574999999997,14.0,0.09508038680158695,1.78994170170917,0.75,large,large,0.4963786353130091,False,False,False
domain_knowledge_score,Claude_3_5_Sonnet,Llama_3_1_405B,0.888889,0.5352842085735603,1.2424937914264398,4,0.54040425,-0.11426073860914532,1.1950692386091455,4,0.34848475,12.0,0.2784463052387641,1.0539571663180785,0.5,large,large,0.5997305035911843,False,False,False
domain_knowledge_score,Claude_3_5_Sonnet,DeepSeek_DeepThink_R1,0.888889,0.5352842085735603,1.2424937914264398,4,0.74410775,0.24963361002676632,1.2385818899732337,4,0.14478125000000008,10.0,0.6198391186854187,0.5359534615377465,0.25,medium,small,0.7545867531822489,False,False,False
domain_knowledge_score,Gemini_2_0_Flash,Mistral_Large_2,0.81986525,0.3381823763517415,1.3015481236482584,4,0.42929325000000007,-0.027680715102849918,0.8862672151028501,4,0.3905719999999999,13.0,0.1885823055190361,1.3237468045530256,0.625,large,large,0.5280304554533011,False,False,False
domain_knowledge_score,Gemini_2_0_Flash,Llama_3_1_405B,0.81986525,0.3381823763517415,1.3015481236482584,4,0.54040425,-0.11426073860914532,1.1950692386091455,4,0.27946099999999996,11.0,0.4595973861839423,0.7737425609395188,0.375,medium,medium,0.6773014112184412,False,False,False
domain_knowledge_score,Gemini_2_0_Flash,DeepSeek_DeepThink_R1,0.81986525,0.3381823763517415,1.3015481236482584,4,0.74410775,0.24963361002676632,1.2385818899732337,4,0.07575750000000003,8.5,1.0,0.24696178638077126,0.0625,small,negligible,1.0,False,False,False
domain_knowledge_score,Mistral_Large_2,Llama_3_1_405B,0.42929325000000007,-0.027680715102849918,0.8862672151028501,4,0.54040425,-0.11426073860914532,1.1950692386091455,4,-0.11111099999999996,6.0,0.6531730510476854,-0.3131794177445079,-0.25,small,small,0.7620352262222997,False,False,False
domain_knowledge_score,Mistral_Large_2,DeepSeek_DeepThink_R1,0.42929325000000007,-0.027680715102849918,0.8862672151028501,4,0.74410775,0.24963361002676632,1.2385818899732337,4,-0.3148144999999999,3.5,0.23963904660799884,-1.0521887202273603,-0.5625,large,large,0.559157775418664,False,False,False
domain_knowledge_score,Llama_3_1_405B,DeepSeek_DeepThink_R1,0.54040425,-0.11426073860914532,1.1950692386091455,4,0.74410775,0.24963361002676632,1.2385818899732337,4,-0.20370349999999993,5.5,0.551615850514144,-0.558737359874645,-0.3125,medium,small,0.7545867531822489,False,False,False
factual_correctness,ChatGPT_4o,GPT_o1,0.46025625,-0.006781518617222593,0.9272940186172225,4,0.8538462499999999,0.5899956940746476,1.1176968059253523,4,-0.39358999999999994,2.0,0.10375367752098565,-1.6511592877241696,-0.75,large,large,0.2909090909090909,False,False,False
factual_correctness,ChatGPT_4o,GPT_o1_Pro,0.46025625,-0.006781518617222593,0.9272940186172225,4,0.7760685,0.55161184998894,1.0005251500110601,4,-0.31581225000000007,3.5,0.24538345847336318,-1.371509491786484,-0.5625,large,large,0.4041609904267159,False,False,False
factual_correctness,ChatGPT_4o,Claude_3_5_Sonnet,0.46025625,-0.006781518617222593,0.9272940186172225,4,0.24871775000000002,-0.01651730181801142,0.5139528018180115,4,0.21153849999999996,12.5,0.24538345847336318,0.8863030361007256,0.5625,large,large,0.4041609904267159,False,False,False
factual_correctness,ChatGPT_4o,Gemini_2_0_Flash,0.46025625,-0.006781518617222593,0.9272940186172225,4,0.7903845,0.41813044173364655,1.1626385582663534,4,-0.33012825000000007,2.5,0.14648918393520854,-1.2438809840030367,-0.6875,large,large,0.3155151653989107,False,False,False
factual_correctness,ChatGPT_4o,Mistral_Large_2,0.46025625,-0.006781518617222593,0.9272940186172225,4,0.46794875,0.272744116002524,0.663153383997476,4,-0.0076925000000000465,4.5,0.38363032713198975,-0.03419789259627822,-0.4375,negligible,medium,0.46702822433459623,False,False,False
factual_correctness,ChatGPT_4o,Llama_3_1_405B,0.46025625,-0.006781518617222593,0.9272940186172225,4,0.58183775,0.24313475951357122,0.9205407404864289,4,-0.12158150000000006,4.0,0.34285714285714286,-0.47423458435562277,-0.5,small,large,0.46702822433459623,False,False,False
factual_correctness,ChatGPT_4o,DeepSeek_DeepThink_R1,0.46025625,-0.006781518617222593,0.9272940186172225,4,0.59529925,0.17019994892439655,1.0203985510756033,4,-0.13504299999999997,7.0,0.8857142857142857,-0.4811962613025072,-0.125,small,negligible,0.8857142857142857,False,False,False
factual_correctness,GPT_o1,GPT_o1_Pro,0.8538462499999999,0.5899956940746476,1.1176968059253523,4,0.7760685,0.55161184998894,1.0005251500110601,4,0.07777774999999987,11.5,0.3718513694279071,0.5052596688761897,0.4375,medium,medium,0.46702822433459623,False,False,False
factual_correctness,GPT_o1,Claude_3_5_Sonnet,0.8538462499999999,0.5899956940746476,1.1176968059253523,4,0.24871775000000002,-0.01651730181801142,0.5139528018180115,4,0.6051285,16.0,0.029401048190339642,3.639831319328277,1.0,large,large,0.20580733733237752,True,False,False
factual_correctness,GPT_o1,Gemini_2_0_Flash,0.8538462499999999,0.5899956940746476,1.1176968059253523,4,0.7903845,0.41813044173364655,1.1626385582663534,4,0.06346174999999987,9.5,0.7659548296512902,0.31298821840709373,0.1875,small,small,0.8308498252280242,False,False,False
factual_correctness,GPT_o1,Mistral_Large_2,0.8538462499999999,0.5899956940746476,1.1176968059253523,4,0.46794875,0.272744116002524,0.663153383997476,4,0.3858974999999999,16.0,0.029401048190339642,2.6458542607384605,1.0,large,large,0.20580733733237752,True,False,False
factual_correctness,GPT_o1,Llama_3_1_405B,0.8538462499999999,0.5899956940746476,1.1176968059253523,4,0.58183775,0.24313475951357122,0.9205407404864289,4,0.2720084999999999,15.0,0.05907186801551649,1.4256814644820421,0.875,large,large,0.23628747206206596,False,False,False
factual_correctness,GPT_o1,DeepSeek_DeepThink_R1,0.8538462499999999,0.5899956940746476,1.1176968059253523,4,0.59529925,0.17019994892439655,1.0203985510756033,4,0.25854699999999997,13.0,0.19126698687886878,1.1628726301579404,0.625,large,large,0.37333333333333335,False,False,False
factual_correctness,GPT_o1_Pro,Claude_3_5_Sonnet,0.7760685,0.55161184998894,1.0005251500110601,4,0.24871775000000002,-0.01651730181801142,0.5139528018180115,4,0.5273507500000001,16.0,0.02857142857142857,3.415366376188023,1.0,large,large,0.20580733733237752,True,False,False
factual_correctness,GPT_o1_Pro,Gemini_2_0_Flash,0.7760685,0.55161184998894,1.0005251500110601,4,0.7903845,0.41813044173364655,1.1626385582663534,4,-0.014315999999999995,6.5,0.7715034091403082,-0.07411222968340257,-0.1875,negligible,small,0.8308498252280242,False,False,False
